id,name,evaluationStatus,definition,datasets,attributes,incidents,cloudUrl,createdAt,group,lastCheckResultValue,lastCheckRunTime,lastUpdated,owner,agreements,column
72a2fcf2-a2d5-4ae4-a6a3-060d1b432ed8,duplicate_count(product_id) = 0,pass,"checks for mart_products:
  duplicate_count(product_id) = 0","[{'id': 'c21c5029-4f94-48b0-b51a-756d9eb38b1d', 'name': 'mart_products', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/c21c5029-4f94-48b0-b51a-756d9eb38b1d'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/72a2fcf2-a2d5-4ae4-a6a3-060d1b432ed8,2025-09-06T12:40:43.193760137Z,{},"{'id': '3020c6ce-5da0-477e-9e74-7f71045cf58b', 'value': 0.0, 'dataTimestamp': '2025-09-06T14:15:38Z'}",2025-09-06T14:15:38Z,2025-09-06T14:15:40Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],product_id
6f645bf5-2b48-4920-9e54-5a2f1ba55ff4,duplicate_percent(person_id) > 2%,pass,"checks for crew:
  duplicate_percent(person_id) > 2%","[{'id': '6958763c-5a5c-4f00-8eb1-c901b85f9772', 'name': 'crew', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/6958763c-5a5c-4f00-8eb1-c901b85f9772'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/6f645bf5-2b48-4920-9e54-5a2f1ba55ff4,2024-02-20T20:53:36.827266963Z,{},,2024-02-20T20:56:21Z,2024-02-20T20:56:27Z,"{'firstName': 'Tijmen', 'lastName': 'Elseviers', 'fullName': 'Tijmen Elseviers', 'email': 'tijmen.elseviers@datashift.eu'}",[],person_id
ecf7a30d-1485-4762-901a-e0dd962a825d,Each customer_id must map to exactly one email,pass,"checks for customers:
  - failed rows:
      name: Each customer_id must map to exactly one email
      fail condition: customer_id IN (SELECT customer_id FROM app.customers GROUP
        BY customer_id HAVING COUNT(DISTINCT email) > 1)
      samples limit: 25

  # ── email ──────────────────────────────────────────────────────
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/ecf7a30d-1485-4762-901a-e0dd962a825d,2025-08-30T10:03:46.141718392Z,{},"{'id': '75d57399-00e0-4e3a-a041-83b4ed9cd1f8', 'value': 0.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
e199a4c7-dc5f-43ca-8c5a-172f83c8837c,Email completeness check,pass,"checks for CUSTOMERS:
  - missing_count(EMAIL) < 1500:
      name: ""Email completeness check""
      attributes:
        dimension: Completeness

  # Uniqueness checks
","[{'id': '86a3df1f-a56c-473a-8266-30ea88dd4182', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/86a3df1f-a56c-473a-8266-30ea88dd4182'}]",{'dimension': 'Completeness'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/e199a4c7-dc5f-43ca-8c5a-172f83c8837c,2025-10-02T11:27:38.272085385Z,{},"{'id': '4707f6ac-e4af-4eed-8682-af823404193f', 'value': 0.0, 'dataTimestamp': '2026-01-15T21:50:30Z'}",2026-01-15T21:50:30Z,2026-01-15T21:51:27Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
1a5955d7-c00d-4c1d-b534-8c0c32fa40e8,Email completeness in staging,pass,"checks for STG_CUSTOMERS:
  - missing_count(EMAIL) < 1000:
      name: ""Email completeness in staging""
      samples limit: 2000
      attributes:
        dimension: Completeness

  # Data quality score checks with sampling
","[{'id': '477287ca-075c-4f0a-8a63-fb0d64ab1fcb', 'name': 'STG_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/477287ca-075c-4f0a-8a63-fb0d64ab1fcb'}]",{'dimension': 'Completeness'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/1a5955d7-c00d-4c1d-b534-8c0c32fa40e8,2025-10-02T08:45:09.991554211Z,{},"{'id': '5728b54d-6a5e-42e1-9962-5538f1b64e26', 'value': 487.0, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
647521ff-4ce7-44e6-b234-fde8336afd03,Email duplicates reduced in staging,pass,"checks for STG_CUSTOMERS:
  - duplicate_count(EMAIL) < 100:
      name: ""Email duplicates reduced in staging""
      samples limit: 2000
      attributes:
        dimension: Uniqueness

  # Validity checks (stricter than raw) with sampling
","[{'id': '477287ca-075c-4f0a-8a63-fb0d64ab1fcb', 'name': 'STG_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/477287ca-075c-4f0a-8a63-fb0d64ab1fcb'}]",{'dimension': 'Uniqueness'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/647521ff-4ce7-44e6-b234-fde8336afd03,2025-10-02T08:45:10.000226568Z,{},"{'id': '0596a283-5ddc-474a-9b21-1ecebbddf58a', 'value': 0.0, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
17d8d17f-9890-4d7d-8e3b-0731b76846f1,Email duplicates within acceptable range,pass,"checks for CUSTOMERS:
  - duplicate_count(EMAIL) < 200:
      name: ""Email duplicates within acceptable range""
      attributes:
        dimension: Uniqueness

  # Validity checks
","[{'id': '86a3df1f-a56c-473a-8266-30ea88dd4182', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/86a3df1f-a56c-473a-8266-30ea88dd4182'}]",{'dimension': 'Uniqueness'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/17d8d17f-9890-4d7d-8e3b-0731b76846f1,2025-10-02T11:27:38.283068338Z,{},"{'id': '887e7f77-0ebf-4016-b986-78859754e3bf', 'value': 170.0, 'dataTimestamp': '2026-01-15T21:50:30Z'}",2026-01-15T21:50:30Z,2026-01-15T21:51:27Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
7096eb9a-c09a-4d2a-aa3e-e1992f1f3a89,email must be unique,fail,"checks for customers:
  - duplicate_count(email) = 0:
      name: email must be unique
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/7096eb9a-c09a-4d2a-aa3e-e1992f1f3a89,2025-08-30T10:06:31.976818707Z,{},"{'id': '33c7e3e4-83eb-4ede-80a5-382add25bb5d', 'value': 73.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
3a057bb4-4ceb-4dcc-8481-27dd44622ab1,EMAIL must be valid email format,fail,"checks for CUSTOMERS:
  - invalid_count(EMAIL): # Validity 1
      valid format: email
      name: EMAIL must be valid email format
      fail: when > 0
","[{'id': '393c1916-2366-44bf-92c0-787687ecfbb2', 'name': 'CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/393c1916-2366-44bf-92c0-787687ecfbb2'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/3a057bb4-4ceb-4dcc-8481-27dd44622ab1,2025-10-22T09:46:36.503209469Z,{},"{'id': '3a09b217-8d14-4a9c-b6f8-c5a3a633c904', 'value': 474.0, 'dataTimestamp': '2025-11-28T09:06:00Z'}",2025-11-28T09:06:00Z,2025-11-28T09:06:22Z,"{'firstName': 'Tim', 'lastName': 'Poot', 'fullName': 'Tim Poot', 'email': 'tim.poot@datashift.eu'}",[],EMAIL
96df46dc-1d99-4b2f-bf54-10c510cba383,email must be well-formed,fail,"checks for customers:
  - failed rows:
      name: email must be well-formed
      fail condition: NOT (TRIM(email) ~ '^[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}$')
      samples limit: 50

  # ── full_name ──────────────────────────────────────────────────
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/96df46dc-1d99-4b2f-bf54-10c510cba383,2025-08-30T09:29:36.903328578Z,{},"{'id': 'cd262b75-a0be-4bbf-8e8e-167554fe82e5', 'value': 106.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
1fafb719-9b64-4e8a-b867-2b878d167b42,email must not be blank,pass,"checks for customers:
  - failed rows:
      name: email must not be blank
      fail condition: TRIM(email) = ''
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/1fafb719-9b64-4e8a-b867-2b878d167b42,2025-08-30T10:13:46.478573329Z,{},"{'id': 'e6d8b137-0fca-464a-bbff-1162fca1e9f3', 'value': 0.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
59fff7b2-1902-4781-b0b1-9edc1dc5e0d2,email must not be null,pass,"checks for customers:
  - missing_count(email) = 0:
      name: email must not be null
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/59fff7b2-1902-4781-b0b1-9edc1dc5e0d2,2025-08-30T09:08:11.596338382Z,{},"{'id': '67690370-1ae3-49bd-8a6c-95905d8fe5b1', 'value': 0.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
791fdc3a-9ab5-493e-b878-c4893250fc45,Email needs to be in a valid format,pass,"checks for CUSTOMERS:
  - invalid_count(EMAIL):
      valid format: email
      name: Email needs to be in a valid format
      identity: 791fdc3a-9ab5-493e-b878-c4893250fc45
      fail: when > 0
","[{'id': 'a54ae09e-c86f-4eac-a19f-f01c8f4840a8', 'name': 'CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/a54ae09e-c86f-4eac-a19f-f01c8f4840a8'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/791fdc3a-9ab5-493e-b878-c4893250fc45,2025-03-05T16:14:19.317314498Z,{},"{'id': '71206698-6510-48b5-a1b7-8e265cef1fae', 'value': 0.0}",2025-03-12T01:06:15Z,2025-03-12T01:08:03Z,"{'firstName': 'Gorik', 'lastName': 'Desmet', 'fullName': 'Gorik Desmet', 'email': 'gorik@datashift.eu'}",[],EMAIL
f4a72589-31f6-4e9f-8f01-0a93d82108e4,Email should not be null,pass,"checks for customers:
  - missing_count(email) = 0:
      name: Email should not be null

","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/f4a72589-31f6-4e9f-8f01-0a93d82108e4,2025-09-06T12:11:56.830880432Z,{},"{'id': 'a056e475-5119-4eb8-b497-052405184795', 'value': 0.0, 'dataTimestamp': '2025-09-06T14:14:10Z'}",2025-09-06T14:14:10Z,2025-09-06T14:14:13Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
b278437b-949b-4007-afc9-4c5d805ff5b1,Email should not be null,pass,"checks for customers:
  - missing_count(email) = 0:
      name: Email should not be null

","[{'id': '52fe2c8a-a343-4c0c-9f2f-7faba24da8c5', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/52fe2c8a-a343-4c0c-9f2f-7faba24da8c5'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b278437b-949b-4007-afc9-4c5d805ff5b1,2025-09-07T01:09:43.965932583Z,{},"{'id': '9a375d6d-5410-4520-969a-d9db2f72d63b', 'value': 0.0, 'dataTimestamp': '2025-09-07T11:20:22Z'}",2025-09-07T11:20:22Z,2025-09-07T11:20:25Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
bbf176be-4912-45ac-827f-e5dfb94e4f68,Email should not be null,pass,"checks for customers:
  - missing_count(email) = 0:
      name: Email should not be null

","[{'id': 'bba9178e-a045-4c38-a161-478d6a1f5f72', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/bba9178e-a045-4c38-a161-478d6a1f5f72'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/bbf176be-4912-45ac-827f-e5dfb94e4f68,2025-09-07T11:00:21.267589571Z,{},"{'id': '507b7e59-b3f1-4a6d-9af3-00c9415442c3', 'value': 0.0, 'dataTimestamp': '2025-09-07T11:00:19Z'}",2025-09-07T11:00:19Z,2025-09-07T11:00:22Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
d6d47790-26fa-4f9c-8b30-ceeddb3a7abd,Email should not be null,pass,"checks for customers:
  - missing_count(email) = 0:
      name: Email should not be null

","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/d6d47790-26fa-4f9c-8b30-ceeddb3a7abd,2025-09-07T00:48:36.526400993Z,{},"{'id': '6b50acf8-75dd-4563-8801-7b9680bb539a', 'value': 0.0, 'dataTimestamp': '2025-09-07T01:05:59Z'}",2025-09-07T01:05:59Z,2025-09-07T01:06:01Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],email
b1447de3-411f-4769-a81d-68ff10ac3438,Emails are unique in mart,pass,"checks for DIM_CUSTOMERS:
  - duplicate_count(EMAIL) = 0:
      name: ""Emails are unique in mart""
      samples limit: 2000
      attributes:
        dimension: Uniqueness

  # Data quality score (high) with sampling
","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{'dimension': 'Uniqueness'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b1447de3-411f-4769-a81d-68ff10ac3438,2025-10-02T08:46:10.7023446Z,{},"{'id': '432df6fc-7a26-44ac-b92f-c055bc6dfd87', 'value': 0.0, 'dataTimestamp': '2026-01-15T21:52:47Z'}",2026-01-15T21:52:47Z,2026-01-15T21:53:24Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
b482e1f5-c431-46ab-97d4-b6979f9cbd00,Ensure customers table is not empty,pass,"checks for customers:
  - row_count > 0:
      name: Ensure customers table is not empty

  # ── customer_id ────────────────────────────────────────────────
","[{'id': 'b5426d0d-a15c-4213-bb02-a56ffbd75ae1', 'name': 'customers', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b5426d0d-a15c-4213-bb02-a56ffbd75ae1'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b482e1f5-c431-46ab-97d4-b6979f9cbd00,2025-08-30T10:13:46.467620458Z,{},"{'id': '91eb7078-8fd9-4135-aa2d-e6cbe421d64c', 'value': 5000.0, 'dataTimestamp': '2025-08-30T10:29:47Z'}",2025-08-30T10:29:47Z,2025-08-30T10:29:50Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
796db239-c142-4bec-a196-48d55dede21f,Ensure orders table is not empty,pass,"checks for orders:
  - row_count > 0:
      name: Ensure orders table is not empty

  # ── Uniqueness ─────────────────────────────────────────────────
","[{'id': '30e18331-b06f-4854-9cb2-e2c506cd6787', 'name': 'orders', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/30e18331-b06f-4854-9cb2-e2c506cd6787'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/796db239-c142-4bec-a196-48d55dede21f,2025-08-30T10:16:22.285376564Z,{},"{'id': 'fbcf6a84-fa40-448c-81ff-17b83dea1ada', 'value': 20000.0, 'dataTimestamp': '2025-08-30T10:16:29Z'}",2025-08-30T10:16:29Z,2025-08-30T10:16:31Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
1a5ec6e1-7684-4fc3-9a0b-507b07bc6adc,Ensure payments table is not empty,pass,"checks for payments:
  - row_count > 0:
      name: Ensure payments table is not empty

  # ── Uniqueness ─────────────────────────────────────────────────
","[{'id': '196d6d4f-4546-48ea-8bfd-0e64749c757e', 'name': 'payments', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/196d6d4f-4546-48ea-8bfd-0e64749c757e'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/1a5ec6e1-7684-4fc3-9a0b-507b07bc6adc,2025-08-30T10:24:05.098721848Z,{},"{'id': 'a99b2bd2-b9cc-4e69-9f58-d5174e442283', 'value': 19000.0, 'dataTimestamp': '2025-08-30T10:24:25Z'}",2025-08-30T10:24:25Z,2025-08-30T10:24:28Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
bc9caaf9-c0c4-4b7e-bd2c-7a9923128c00,Ensure products table is not empty,pass,"checks for products:
  - row_count > 0:
      name: Ensure products table is not empty

  # ── Completeness ───────────────────────────────────────────────
","[{'id': 'daaccc48-6924-4889-8388-6c583389f880', 'name': 'products', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/daaccc48-6924-4889-8388-6c583389f880'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/bc9caaf9-c0c4-4b7e-bd2c-7a9923128c00,2025-08-30T10:11:14.913730245Z,{},"{'id': '82c2a8c1-2ab1-4f99-8347-62e069803a6e', 'value': 1000.0, 'dataTimestamp': '2025-08-30T10:11:13Z'}",2025-08-30T10:11:13Z,2025-08-30T10:11:16Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
00a3512c-2103-40d1-a6c2-bd2f267e1ac6,Ensure there are no null values in the Last Name column,pass,"checks for dim_customer:
  - missing_count(last_name) = 0:
      name: Ensure there are no null values in the Last Name column
","[{'id': 'f3fe863d-807b-4875-97cf-2ef63f240025', 'name': 'dim_customer', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/f3fe863d-807b-4875-97cf-2ef63f240025'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/00a3512c-2103-40d1-a6c2-bd2f267e1ac6,2023-11-21T10:47:50.549513344Z,{},"{'id': '95e8a77d-bbc1-4a74-9d1b-c7c73778dcbb', 'value': 0.0, 'dataTimestamp': '2025-10-15T14:35:51Z'}",2025-10-15T14:35:51Z,2025-10-15T14:35:57Z,"{'firstName': 'Jeroen', 'lastName': 'Gevens', 'fullName': 'Jeroen Gevens', 'email': 'jeroen.gevens@datashift.eu'}",[],last_name
30de419e-3dec-4f72-bbd8-d3275eb804c0,Ensure values are formatted as email addresses,pass,"checks for dim_customer:
  - invalid_count(email_address) = 0:
      valid format: email
      name: Ensure values are formatted as email addresses
","[{'id': 'f3fe863d-807b-4875-97cf-2ef63f240025', 'name': 'dim_customer', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/f3fe863d-807b-4875-97cf-2ef63f240025'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/30de419e-3dec-4f72-bbd8-d3275eb804c0,2023-11-21T10:47:50.543430264Z,{},"{'id': '5f4f23c7-ba01-4394-9734-3cc56758bcca', 'value': 0.0, 'dataTimestamp': '2025-10-15T14:35:51Z'}",2025-10-15T14:35:51Z,2025-10-15T14:35:57Z,"{'firstName': 'Jeroen', 'lastName': 'Gevens', 'fullName': 'Jeroen Gevens', 'email': 'jeroen.gevens@datashift.eu'}",[],email_address
1bd37341-2468-473f-ac4d-5528e9604e74,Failed rows with PRICE too high or too low,fail,"checks for PRODUCTS:
  - failed rows: # Failed rows check
      samples limit: 50
      name: Failed rows with PRICE too high or too low
      fail condition: PRICE < 0 OR PRICE > 490
","[{'id': 'ea200d81-5b8e-41a0-bfbd-33361377093e', 'name': 'PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/ea200d81-5b8e-41a0-bfbd-33361377093e'}]",{},"[{'id': 'd4aa7e82-dbf9-4c88-8af4-9de7f9c4c731', 'number': 7, 'name': 'TP Test Notification Soda Cert', 'status': 'reported', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/incidents/d4aa7e82-dbf9-4c88-8af4-9de7f9c4c731'}]",https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/1bd37341-2468-473f-ac4d-5528e9604e74,2025-10-22T09:46:36.531919872Z,{},"{'id': '2845b9bd-c5b1-4910-b5ee-9e8a0b531b7d', 'value': 40.0, 'dataTimestamp': '2025-11-28T09:06:00Z'}",2025-11-28T09:06:00Z,2025-11-28T09:06:22Z,"{'firstName': 'Tim', 'lastName': 'Poot', 'fullName': 'Tim Poot', 'email': 'tim.poot@datashift.eu'}",[],
ef8ff2e9-c2dc-429e-941d-c68752fb17c7,failed_rows_check,fail,"checks for xref [subset]:
  - failed rows:
      samples limit: 50
      fail condition: version_i > 1 and deleted = 'Y'
      name: failed_rows_check


","[{'id': 'cc31c9e4-0a5b-41fb-83f9-a6aa1d8239f6', 'name': 'xref', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/cc31c9e4-0a5b-41fb-83f9-a6aa1d8239f6'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/ef8ff2e9-c2dc-429e-941d-c68752fb17c7,2024-10-02T13:02:35.561183842Z,{},{'value': 37.0},2024-10-02T13:03:21Z,2024-10-02T13:03:30Z,"{'firstName': 'Lennert', 'lastName': 'Vandorpe', 'fullName': 'Lennert Vandorpe', 'email': 'lennert.vandorpe@datashift.eu'}",[],
b250a8de-eded-4fb6-9364-23ac8a5f863e,freshness(timestamp) < 12d,fail,"checks for rna:
  freshness(timestamp) < 12d","[{'id': '08052c19-8447-4f4a-810d-3fe6a4371fbf', 'name': 'rna', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/08052c19-8447-4f4a-810d-3fe6a4371fbf'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b250a8de-eded-4fb6-9364-23ac8a5f863e,2024-09-24T18:46:03.077105572Z,{},"{'measure': 'time', 'value': 18536323873.0}",2024-09-24T19:01:34Z,2024-09-24T19:08:27Z,"{'firstName': 'Lennert', 'lastName': 'Vandorpe', 'fullName': 'Lennert Vandorpe', 'email': 'lennert.vandorpe@datashift.eu'}",[],timestamp
